QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USORC.072615.R15","All of them","1","Other than (insert candidate respondent supports), which (2016) Republican presidential candidate do you most want to see on stage during the upcoming debates?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker, Jim Gilmore","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/26/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072615.R15","None/No one","5","Other than (insert candidate respondent supports), which (2016) Republican presidential candidate do you most want to see on stage during the upcoming debates?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker, Jim Gilmore","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/26/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072615.R15","No opinion","5","Other than (insert candidate respondent supports), which (2016) Republican presidential candidate do you most want to see on stage during the upcoming debates?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker, Jim Gilmore","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/26/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R02","Very well","5","How well do you feel the government in Washington represents the views of people like yourself?...Very well, somewhat well, not too well, not at all well","* = less than .5%.","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R02","Somewhat well","25","How well do you feel the government in Washington represents the views of people like yourself?...Very well, somewhat well, not too well, not at all well","* = less than .5%.","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R02","Not too well","30","How well do you feel the government in Washington represents the views of people like yourself?...Very well, somewhat well, not too well, not at all well","* = less than .5%.","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R02","Not at all well","38","How well do you feel the government in Washington represents the views of people like yourself?...Very well, somewhat well, not too well, not at all well","* = less than .5%.","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R02","No opinion","*","How well do you feel the government in Washington represents the views of people like yourself?...Very well, somewhat well, not too well, not at all well","* = less than .5%.","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R07","Foreign policy","9","Which of the following issues will be most important to you when you decide how to vote for president (in 2016)?...Foreign policy, illegal immigration, health care, terrorism, economy","","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R07","Illegal immigration","10","Which of the following issues will be most important to you when you decide how to vote for president (in 2016)?...Foreign policy, illegal immigration, health care, terrorism, economy","","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R07","Health care","22","Which of the following issues will be most important to you when you decide how to vote for president (in 2016)?...Foreign policy, illegal immigration, health care, terrorism, economy","","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R07","Terrorism","12","Which of the following issues will be most important to you when you decide how to vote for president (in 2016)?...Foreign policy, illegal immigration, health care, terrorism, economy","","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R07","Economy","43","Which of the following issues will be most important to you when you decide how to vote for president (in 2016)?...Foreign policy, illegal immigration, health care, terrorism, economy","","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R07","Other (Vol.)","2","Which of the following issues will be most important to you when you decide how to vote for president (in 2016)?...Foreign policy, illegal immigration, health care, terrorism, economy","","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.072715.R07","No opinion","1","Which of the following issues will be most important to you when you decide how to vote for president (in 2016)?...Foreign policy, illegal immigration, health care, terrorism, economy","","","07/27/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents" 
"USORC.2015007.QD32","You are an active member of the Tea Party movement","2","Which of the following statements best describes you?...You are an active member of the Tea Party movement, you support the Tea Party movement but you are not an active member, you have no view of the Tea Party one way or the other, you oppose the Tea Party movement","","","07/31/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents." 
"USORC.2015007.QD32","You support the Tea Party movement but you are not an active member","15","Which of the following statements best describes you?...You are an active member of the Tea Party movement, you support the Tea Party movement but you are not an active member, you have no view of the Tea Party one way or the other, you oppose the Tea Party movement","","","07/31/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents." 
"USORC.2015007.QD32","You have no view of the Tea Party one way or the other","55","Which of the following statements best describes you?...You are an active member of the Tea Party movement, you support the Tea Party movement but you are not an active member, you have no view of the Tea Party one way or the other, you oppose the Tea Party movement","","","07/31/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents." 
"USORC.2015007.QD32","You oppose the Tea Party movement","25","Which of the following statements best describes you?...You are an active member of the Tea Party movement, you support the Tea Party movement but you are not an active member, you have no view of the Tea Party one way or the other, you oppose the Tea Party movement","","","07/31/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents." 
"USORC.2015007.QD32","Don't know/Undecided/Refused","4","Which of the following statements best describes you?...You are an active member of the Tea Party movement, you support the Tea Party movement but you are not an active member, you have no view of the Tea Party one way or the other, you oppose the Tea Party movement","","","07/31/2015","ORC International","Cable News Network","CNN/ORC International Poll","07/22/2015","07/25/2015","Y","national adult","1017","telephone","The sample included 615 interviews among landline respondents and 402 interviews among cell phone respondents." 
Number of items downloaded: 38
